channel,id,name,alt_names,is_main,broadcast_area,timezones,languages,format
PlutoTVHome.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVHome.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVHorror.us,CA,CA,,FALSE,c/CA,America/Toronto,eng,720p
PlutoTVHorror.us,DACH,DACH,DE;Deutsch,FALSE,c/AT;c/DE;c/CH,Europe/Berlin,deu,720p
PlutoTVHorror.us,IT,IT,Italiano,FALSE,c/IT,Europe/Rome,ita,720p
PlutoTVHorror.us,Spain,Spain,,FALSE,c/ES,Europe/Madrid,spa,576i
PlutoTVHorror.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVHorror.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVHumor.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVIndies.us,Germany,Germany,,FALSE,c/DE,Europe/Berlin,deu,576i
PlutoTVIndies.us,Spain,Spain,,FALSE,c/ES,Europe/Madrid,spa,576i
PlutoTVIndies.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVInside.us,France,France,,FALSE,c/FR,Europe/Paris,fra,576i
PlutoTVInside.us,Germany,Germany,,TRUE,c/DE,Europe/Berlin,deu,576i
PlutoTVInside.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVInvestigacao.us,Brazil,Brazil,,TRUE,c/BR,America/Sao_Paulo,por,480i
PlutoTVInvestigation.us,France,France,,TRUE,c/FR,Europe/Paris,fra,576i
PlutoTVJunior.us,Brazil,Brazil,,FALSE,c/BR,America/Sao_Paulo,por,480i
PlutoTVJunior.us,France,France,,FALSE,c/FR,Europe/Paris,fra,576i
PlutoTVJunior.us,Spain,Spain,,TRUE,c/ES,Europe/Madrid,spa,576i
PlutoTVKaraokeporStingray.us,Brazil,Brazil,,TRUE,c/BR,America/Sao_Paulo,por,480i
PlutoTVKenanyKel.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVKids.us,Brazil,Brazil,,FALSE,c/BR,America/Sao_Paulo,por,480i
PlutoTVKids.us,Germany,Germany,,TRUE,c/DE,Europe/Berlin,deu,576i
PlutoTVKids.us,Spain,Spain,,FALSE,c/ES,Europe/Madrid,spa,576i
PlutoTVKids.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVKidsAnimation.us,France,France,,FALSE,c/FR,Europe/Paris,fra,576i
PlutoTVKidsAnimation.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVKidsCollection.us,France,France,,FALSE,c/FR,Europe/Paris,fra,576i
PlutoTVKidsCollection.us,US,US,,TRUE,c/CH;c/FR,America/New_York,fra,480i
PlutoTVKidsGaming.us,France,France,,TRUE,c/FR,Europe/Paris,fra,576i
PlutoTVKidsHalloween.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVKidsSeries.us,France,France,,FALSE,c/FR,Europe/Paris,fra,576i
PlutoTVKidsSeries.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVKPop.us,Spain,Spain,,TRUE,c/ES,Europe/Madrid,spa,576i
PlutoTVKultfilme.us,Germany,Germany,,TRUE,c/DE,Europe/Berlin,deu,576i
PlutoTVLasPistasdeBlue.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVLatinAngels.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVLiveinConcert.us,France,France,,FALSE,c/FR,Europe/Paris,fra,576i
PlutoTVLiveinConcert.us,Germany,Germany,,FALSE,c/DE,Europe/Berlin,deu,576i
PlutoTVLiveinConcert.us,US,US,,TRUE,c/CH;c/FR,America/New_York,fra,480i
PlutoTVLives.us,Germany,Germany,,FALSE,c/DE,Europe/Berlin,deu,576i
PlutoTVLives.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVLives.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVLosnuevosdetectives.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVLoveSongs.us,France,France,,TRUE,c/FR,Europe/Paris,fra,576i
PlutoTVLoveStories.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVMADEInBritain.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVMariovsSonic.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVMelrosePlace.us,France,France,,FALSE,c/FR,Europe/Paris,fra,720p
PlutoTVMelrosePlace.us,Spain,Spain,,TRUE,c/ES,Europe/Madrid,spa,576i
PlutoTVMilitary.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVMinhaObsessaoFavorita.us,Brazil,Brazil,,TRUE,c/BR,America/Sao_Paulo,por,480i
PlutoTVMinutoParaGanar.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVMisterios.us,Brazil,Brazil,,TRUE,c/BR,America/Sao_Paulo,por,480i
PlutoTVMisteriosMedicos.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVMotor.us,France,France,,FALSE,c/FR,Europe/Paris,fra,576i
PlutoTVMotor.us,Spain,Spain,,TRUE,c/ES,Europe/Madrid,spa,576i
PlutoTVMotor.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVMovies.us,Germany,Germany,,FALSE,c/DE,Europe/Berlin,deu,576i
PlutoTVMovies.us,Switzerland,Switzerland,,FALSE,c/CH,Europe/Berlin,deu,576i
PlutoTVMovies.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVMovies.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVMTV.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVMTVAnimaciones.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVMTVClassic.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVMTVLatino.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVMTVPranks.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVMundo.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVMundoReal.us,Spain,Spain,,TRUE,c/ES,Europe/Madrid,spa,576i
PlutoTVMy5Crime.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVMystery.us,Germany,Germany,,TRUE,c/DE,Europe/Berlin,deu,576i
PlutoTVNatura.us,Italy,Italy,,TRUE,c/IT,Europe/Rome,ita,576i
PlutoTVNaturaleza.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVNature.us,France,France,,FALSE,c/FR,Europe/Paris,fra,576i
PlutoTVNature.us,Germany,Germany,,FALSE,c/DE,Europe/Berlin,deu,576i
PlutoTVNature.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVNatureza.us,Brazil,Brazil,,TRUE,c/BR,America/Sao_Paulo,por,480i
PlutoTVNews.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVNovelas.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVNovelasDramas.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVNovelasRomance.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVNovelasThriller.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVOhMyPet.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVPaisagensporStingray.us,Brazil,Brazil,,TRUE,c/BR,America/Sao_Paulo,por,480i
PlutoTVParanormal.us,France,France,,FALSE,c/FR,Europe/Paris,fra,576i
PlutoTVParanormal.us,Germany,Germany,,FALSE,c/DE,Europe/Berlin,deu,576i
PlutoTVParanormal.us,Spain,Spain,,FALSE,c/ES,Europe/Madrid,spa,576i
PlutoTVParanormal.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVParanormal.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVPeleas.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVPets.us,UK,UK,,TRUE,c/UK,Europe/London,eng,576i
PlutoTVPokemon.us,UK,UK,,FALSE,c/UK,Europe/London,eng,720p
PlutoTVPokemon.us,US,US,,TRUE,c/US,America/New_York,eng,720p
PlutoTVPolar.us,France,France,,TRUE,c/FR,Europe/Paris,fra,576i
PlutoTVPranks.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVProWrestling.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVReaction.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVRealitiesESP.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVReality.us,Italy,Italy,,FALSE,c/IT,Europe/Rome,ita,576i
PlutoTVReality.us,Spain,Spain,,FALSE,c/ES,Europe/Madrid,spa,576i
PlutoTVReality.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVReality.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVRealLife.us,Italy,Italy,,FALSE,c/IT,Europe/Rome,ita,576i
PlutoTVRealLife.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVRetro.us,Brazil,Brazil,,TRUE,c/BR,America/Sao_Paulo,por,480i
PlutoTVRetroDrama.us,UK,UK,,TRUE,c/UK,Europe/London,eng,576i
PlutoTVRetroDramaPlus.us,UK,UK,,TRUE,c/UK,Europe/London,eng,576i
PlutoTVRetroToons.us,France,France,,FALSE,c/FR,Europe/Paris,fra,576i
PlutoTVRetroToons.us,Germany,Germany,,FALSE,c/DE,Europe/Berlin,deu,576i
PlutoTVRetroToons.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVRetroToons.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVRich.us,France,France,,TRUE,c/FR,Europe/Paris,fra,576i
PlutoTVRomance.us,France,France,,FALSE,c/CH;c/FR,Europe/Paris,fra,576i
PlutoTVRomance.us,Germany,Germany,,FALSE,c/DE,Europe/Berlin,deu,576i
PlutoTVRomance.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVRomance.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVRugratsCrecidos.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVSabrina.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVSanctuary.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVScience.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVScience.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVSciFi.us,France,France,,FALSE,c/FR,Europe/Paris,fra,576i
PlutoTVSciFi.us,Germany,Germany,,FALSE,c/DE,Europe/Berlin,deu,576i
PlutoTVSciFi.us,Italy,Italy,,FALSE,c/IT,Europe/Rome,ita,576i
PlutoTVSciFi.us,Spain,Spain,,FALSE,c/ES,Europe/Madrid,spa,576i
PlutoTVSciFi.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVSciFi.us,US,US,,TRUE,c/US,America/New_York,spa,480i
PlutoTVScifiSeries.us,UK,UK,,TRUE,c/UK,Europe/London,eng,576i
PlutoTVSerie.us,Germany,Germany,,TRUE,c/DE,Europe/Berlin,deu,576i
PlutoTVSerie.us,Italy,Italy,,FALSE,c/IT,Europe/Rome,ita,576i
PlutoTVSeriePlus.us,Germany,Germany,,TRUE,c/DE,Europe/Berlin,deu,576i
PlutoTVSeries.us,Brazil,Brazil,,FALSE,c/BR,America/Sao_Paulo,por,480i
PlutoTVSeries.us,France,France,,FALSE,c/FR,Europe/Paris,fra,576i
PlutoTVSeries.us,Spain,Spain,,FALSE,c/ES,Europe/Madrid,spa,576i
PlutoTVSeries.us,UK,UK,,TRUE,c/UK,Europe/London,eng,576i
PlutoTVSeriesComedia.us,Spain,Spain,,TRUE,c/ES,Europe/Madrid,spa,576i
PlutoTVSeriesComedia.us,US,US,,FALSE,c/US;r/HISPAM,America/New_York,spa,480i
PlutoTVSeriesLatinas.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVSeriesRetro.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVSherlock.us,UK,UK,,TRUE,c/UK,Europe/London,eng,576i
PlutoTVShowsporStingray.us,Brazil,Brazil,,TRUE,c/BR,America/Sao_Paulo,por,480i
PlutoTVSitcoms.us,Germany,Germany,,TRUE,c/DE,Europe/Berlin,deu,576i
PlutoTVSitcoms.us,UK,UK,GB,FALSE,c/UK;c/IE,Europe/London,eng,720p
PlutoTVSoaps.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVSOS.us,UK,UK,,TRUE,c/UK,Europe/London,eng,576i
PlutoTVSOSSecours.us,France,France,,TRUE,c/FR,Europe/Paris,fra,576i
PlutoTVSpace.us,Germany,Germany,,FALSE,c/DE,Europe/Berlin,deu,576i
PlutoTVSpace.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVSpace.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVSpikeAventura.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVSport.us,Italy,Italy,,TRUE,c/IT,Europe/Rome,ita,576i
PlutoTVSports.us,France,France,,FALSE,c/CH;c/FR,Europe/Paris,fra,576i
PlutoTVSports.us,Germany,Germany,,FALSE,c/DE,Europe/Berlin,deu,576i
PlutoTVSports.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVSports.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVSpotlight.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVStaffPicks.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVStandUp.us,UK,UK,,TRUE,c/UK,Europe/London,eng,576i
PlutoTVStarTrekDiscovery.us,UK,UK,,TRUE,c/UK,Europe/London,eng,576i
PlutoTVStorageWars.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVSurf.us,Germany,Germany,,TRUE,c/DE,Europe/Berlin,deu,576i
PlutoTVSuspense.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVTeen.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVTeenSeries.us,France,France,,TRUE,c/FR,Europe/Paris,fra,576i
PlutoTVTeenStars.us,Spain,Spain,,TRUE,c/ES,Europe/Madrid,spa,576i
PlutoTVTelefeClasico.us,SD,SD,,TRUE,c/US;c/AR,America/New_York,spa,480i
PlutoTVTelenovela.us,France,France,,TRUE,c/FR,Europe/Paris,fra,576i
PlutoTVTelenovelas.us,Spain,Spain,,TRUE,c/ES,Europe/Madrid,spa,576i
PlutoTVTerror.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVTheStoryofBeatclub.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVTheTwilightZone.us,SD,SD,,TRUE,c/US,America/New_York,eng,720p
PlutoTVThrillers.us,France,France,,FALSE,c/FR,Europe/Paris,fra,576i
PlutoTVThrillers.us,Germany,Germany,,FALSE,c/DE,Europe/Berlin,deu,576i
PlutoTVThrillers.us,Spain,Spain,,FALSE,c/ES,Europe/Madrid,spa,576i
PlutoTVThrillers.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVThrillers.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVToonsClasico.us,Spain,Spain,,TRUE,c/ES,Europe/Madrid,spa,576i
PlutoTVTravel.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVTravel.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVTrueCrime.us,Germany,Germany,,FALSE,c/DE,Europe/Berlin,deu,576i
PlutoTVTrueCrime.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVTween.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVVelocidad.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
PlutoTVVH1Classics.us,Spain,Spain,,FALSE,c/ES,Europe/Madrid,spa,576i
PlutoTVVH1Classics.us,US,US,,TRUE,c/US,America/New_York,spa,480i
PlutoTVVH1HipHopFamily.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVVH1ILoveReality.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVVH1Plus.us,Italy,Italy,,TRUE,c/IT,Europe/Rome,ita,576i
PlutoTVViajes.us,Spain,Spain,,FALSE,c/ES,Europe/Madrid,spa,576i
PlutoTVViajes.us,US,US,,TRUE,c/US,America/New_York,spa,480i
PlutoTVVidaReal.us,Brazil,Brazil,,TRUE,c/BR,America/Sao_Paulo,por,480i
PlutoTVVoyage.us,France,France,,TRUE,c/FR,Europe/Paris,fra,576i
PlutoTVVs.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVWeatherNation.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVWeddings.us,Germany,Germany,,FALSE,c/DE,Europe/Berlin,deu,576i
PlutoTVWeddings.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVWeddings.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVWesterns.us,France,France,,FALSE,c/FR,Europe/Paris,fra,720p
PlutoTVWesterns.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PlutoTVWesterns.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PlutoTVWings.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVWipeout.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PlutoTVYoga.us,France,France,,FALSE,c/FR,Europe/Paris,fra,576i
PlutoTVYoga.us,Germany,Germany,,TRUE,c/DE,Europe/Berlin,deu,576i
PlymouthRockTV.ca,SD,SD,,TRUE,c/CA,America/Toronto,eng,480i
PlzenTV.cz,SD,SD,,TRUE,c/CZ,Europe/Prague,ces,576i
PMC.ae,SD,SD,,TRUE,r/MENA,Asia/Dubai,fas,576i
PMCRoyale.ae,SD,SD,,TRUE,r/MENA,Asia/Dubai,fas,576i
PMCSTV.gt,SD,SD,,TRUE,c/GT,America/Guatemala,spa,480i
PMCTelugu.in,SD,SD,,TRUE,c/IN,Asia/Kolkata,tel,576i
PMITV.pk,SD,SD,,TRUE,c/PK,Asia/Karachi,eng,576i
PMNFive.us,SD,SD,,TRUE,ct/USAZO,America/Detroit,eng,480i
PMNFour.us,SD,SD,,TRUE,ct/USAZO,America/Detroit,eng,480i
PMNOne.us,SD,SD,,TRUE,ct/USAZO,America/Detroit,eng,480i
PMNThree.us,SD,SD,,TRUE,ct/USAZO,America/Detroit,eng,480i
PMNTwo.us,SD,SD,,TRUE,ct/USAZO,America/Detroit,eng,480i
PMTV.nl,SD,SD,,TRUE,c/NL,Europe/Amsterdam,nld,576i
PNCDrama.eg,SD,SD,,TRUE,c/EG,Africa/Cairo,ara,576i
PNCDrama2.eg,SD,SD,,TRUE,c/EG,Africa/Cairo,eng,576i
PNCFilm.eg,SD,SD,,TRUE,c/EG,Africa/Cairo,ara,576i
PNCFood.eg,SD,SD,,TRUE,c/EG,Africa/Cairo,ara,576i
PNCYom.eg,SD,SD,,TRUE,c/EG,Africa/Cairo,ara,576i
PneumaTV.ke,SD,SD,,TRUE,c/KE,Africa/Nairobi,eng,576i
PNGCMNTV.pg,SD,SD,,TRUE,c/PG,Pacific/Port_Moresby,eng,576i
PNN.kh,SD,SD,,TRUE,c/KH,Asia/Phnom_Penh,khm,576i
PNNNews.pk,SD,SD,,TRUE,c/PK,Asia/Karachi,eng,576i
PNTV.us,SD,SD,,TRUE,c/LA;c/TH,America/New_York,lao,480i
Pobeda.ru,SD,SD,,TRUE,c/RU,Europe/Moscow,rus,576i
pocketwatch.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PoderdeDiosTV.bo,SD,SD,,TRUE,c/BO,America/Argentina/Mendoza,spa,480i
PodiumTV.nl,SD,SD,,TRUE,c/NL,Europe/Amsterdam,nld,576i
PodiumTV2.nl,SD,SD,,TRUE,c/NL,Europe/Amsterdam,nld,576i
PodiumTV3.nl,SD,SD,,TRUE,c/NL,Europe/Amsterdam,nld,576i
Podyolkoy.ru,HD,HD,,FALSE,c/RU,Europe/Moscow,rus,1080i
Podyolkoy.ru,SD,SD,,TRUE,c/RU,Europe/Moscow,rus,576i
Poehali.ru,SD,SD,,TRUE,c/RU,Europe/Moscow,rus,576i
Pogo.in,SD,SD,,TRUE,c/IN,Asia/Kolkata,hin;tam;tel;kan;mal;mar,576i
Pogoda24TV.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol;eng,1080p
PointeTV.ag,SD,SD,,TRUE,c/AG,America/Antigua,eng,480i
PokemonKidsTVEnglish.jp,SD,SD,,TRUE,c/JP,Asia/Tokyo,eng,480i
PokemonKidsTVJapanese.jp,SD,SD,,TRUE,c/JP,Asia/Tokyo,jpn,480i
PokerGo.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PokerGo.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PokerNightInAmerica.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PokerTV.fr,SD,SD,,TRUE,c/IR,Europe/Paris,fas,576i
PokharaTV.np,SD,SD,,TRUE,c/NP,Asia/Kathmandu,nep,576i
Polar2.cz,SD,SD,,TRUE,c/CZ,Europe/Prague,ces,576i
PolarisTV.kr,SD,SD,,TRUE,c/KR,Asia/Seoul,kor,480i
PolarPlus.fr,SD,SD,,TRUE,c/FR,Europe/Paris,fra,576i
PolarTV.cl,SD,SD,,TRUE,c/CL,America/Santiago,spa,576i
PolarTV.cz,SD,SD,,TRUE,c/CZ,Europe/Prague,ces,576i
PoliceTV.th,SD,SD,,TRUE,c/TH,Asia/Bangkok,tha,576i
PoliceWomen.us,UK,UK,,FALSE,c/UK,Europe/London,eng,576i
PoliceWomen.us,US,US,,TRUE,c/US,America/New_York,eng,480i
PoliciaTV.do,SD,SD,,TRUE,c/DO,America/Santo_Domingo,spa,480i
PolimerNews.in,SD,SD,,TRUE,c/IN,Asia/Kolkata,tam,576i
PolimerTV.in,SD,SD,,TRUE,c/IN,Asia/Kolkata,tam,576i
Polishop.br,SD,SD,,TRUE,c/BR,America/Sao_Paulo,por,480i
Polishop2.br,SD,SD,,TRUE,c/BR,America/Sao_Paulo,por,480i
PoliticsPunjab.uk,SD,SD,,TRUE,c/UK,Europe/London,eng,576i
PoljoprivrednaTV.hr,SD,SD,,TRUE,c/HR,Europe/Zagreb,hrv,576i
Polonia1.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PoloTV.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
Polsat.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
Polsat1.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
Polsat2.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatCafe.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatComedyCentralExtra.pl,HD,HD,,FALSE,c/PL,Europe/Warsaw,pol,1080i
PolsatComedyCentralExtra.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatDoku.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatFilm.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatFilm2.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatGames.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatJimJam.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol;eng,576i
PolsatMusic.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatNews.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatNews2.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatNewsPolityka.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatPlay.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatReality.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatRodzina.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatSeriale.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatSport.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatSport1.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatSport2.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatSport3.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatSportExtra.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatSportExtra1.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,1080p
PolsatSportExtra2.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,1080p
PolsatSportExtra3.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,1080p
PolsatSportExtra4.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,1080p
PolsatSportFight.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatSportNews.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatSportPremium1.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatSportPremium2.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatSportPremium3PPV.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatSportPremium4PPV.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatSportPremium5PPV.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatSportPremium6PPV.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatViasatExplore.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatViasatHistory.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatViasatNature.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
PolsatX.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
Polynesie1ere.pf,SD,SD,,TRUE,c/PF,Pacific/Tahiti,fra,576i
PomonaInternetStreamingChannel.us,SD,SD,,TRUE,ct/USPQC,America/New_York,eng,480i
PongaloNovelaclub.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PONTV.id,SD,SD,,TRUE,s/ID-KB,Asia/Pontianak,ind,576i
PooyaTV.ir,SD,SD,,TRUE,c/IR,Asia/Tehran,fas,576i
PooyaTVPlus.ir,SD,SD,,TRUE,c/IR,Asia/Tehran,fas,576i
Pop.uk,Plus1,+1,,FALSE,c/UK,Europe/London,eng,576i
Pop.uk,SD,SD,,TRUE,c/UK,Europe/London,eng,576i
Pop.us,East,East,,TRUE,c/US,America/New_York,eng,480i
Pop.us,West,West,,FALSE,c/US,America/Los_Angeles,eng,480i
Pop923FM.ve,SD,SD,,TRUE,c/VE,America/Caracas,spa,576i
PopCentral.ng,SD,SD,,TRUE,c/NG,Africa/Lagos,eng,576i
PopcornCentral.mx,SD,SD,,TRUE,c/MX,America/Mexico_City,spa,576i
Popcornflix.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
PopEconomy.it,SD,SD,,TRUE,c/IT,Europe/Rome,ita,576i
